"";"requested";"in_data";"use_raw";"use_feature";"exclude";"num_unique";"examples";"type";"total_missing";"missing_F08";"missing_F09";"missing_F10";"missing_F11";"missing_F12";"missing_F13";"missing_F14";"missing_F15";"missing_F16"
"major_cip_code_1";TRUE;TRUE;NA;FALSE;FALSE;90;"11.0701, 05.0203, 45.1101, 26.0101, 52.1206";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_code_historical_1";TRUE;TRUE;NA;FALSE;FALSE;98;"11.0701, 05.0203, 45.1101, 26.0101, 52.1206";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_name_1";TRUE;TRUE;NA;FALSE;FALSE;90;"Computer Science, Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies, Sociology, Biology/Biological Sciences, General, Information Resource Management";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_series_code_1";TRUE;TRUE;NA;FALSE;FALSE;21;"11, 05, 45, 26, 52";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_series_name_1";TRUE;TRUE;NA;FALSE;FALSE;22;"Computer and Information Sciences and Support Services, Area, Ethnic, Cultural, Gender, and Group Studies, Social Sciences, Biological and Biomedical Sciences, Business, Management, Marketing, and Related Support Services";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_category_code_1";TRUE;TRUE;NA;FALSE;FALSE;69;"11.07, 05.02, 45.11, 26.01, 52.12";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_cip_category_name_1";TRUE;TRUE;NA;FALSE;FALSE;69;"Computer Science, Ethnic, Cultural Minority, Gender, and Group Studies, Sociology, Biology, General, Management Information Systems and Services";"character";0,00346842973670145;0,0251761949570795;0,00846274646658524;8,02407221664995e-05;0,000157345408136506;0,000304430357078901;0,000149528983701341;0,000216518712213321;0,000207131703897263;0,000372064821960093
"major_stem_1";TRUE;TRUE;NA;FALSE;FALSE;3;"1, 0, NA";"numeric";0,0034142052628725;0,0251569911470436;0,00846274646658524;8,02407221664995e-05;0,000139862585010227;0,000286522689015436;0,000116300320656598;0,00019986342665845;0,000159332079920971;0,000110241428728916
"major_degree_granting_1";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 1, 0";"numeric";0,918632303842966;0,999596719989246;0,999323852730763;0,999338014042126;0,99788457840172;0,997063142437592;0,994118526641081;0,972735297546676;0,828941078996845;0,601491015323559
"major_graduated_1";TRUE;TRUE;NA;FALSE;FALSE;147;"NA, Computer Science, SOCIOLOGY, Biological Sciences, Business Info Mgmt";"character";0,902940128434539;0,933362779175388;0,950248647705462;0,932477432296891;0,881781150020105;0,895150603488414;0,887620661582681;0,888709381922353;0,889853733150633;0,889400286627715
"major_code_2";TRUE;TRUE;NA;FALSE;FALSE;94;"NA, 867, 7A1, 141, 201";"character";0,920690897260115;0,920477022641292;0,932298028267318;0,921664994984955;0,919893704435392;0,925736900540812;0,920284437355663;0,917273196648957;0,918198910168573;0,914907397199868
"major_name_2";TRUE;TRUE;NA;FALSE;FALSE;94;"NA, SOCIOLOGY, PUBLIC HEALTH POLICY, BUSINESS ADMINISTRATION, COMPUTER SCIENCE";"character";0,920690897260115;0,920477022641292;0,932298028267318;0,921664994984955;0,919893704435392;0,925736900540812;0,920284437355663;0,917273196648957;0,918198910168573;0,914907397199868
"major_name_abbrev_2";TRUE;TRUE;NA;FALSE;FALSE;93;"NA, Sociol, P H Pol, Bus Adm, CmptSci";"character";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_school_code_2";TRUE;TRUE;NA;FALSE;FALSE;13;"NA, 65, 96, 87, 95";"numeric";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_school_name_2";TRUE;TRUE;NA;FALSE;FALSE;13;"NA, School of Social Sciences, Program in Public Health, School of Business, School of Info & Computer Sci";"character";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_school_name_abbrev_2";TRUE;TRUE;NA;FALSE;FALSE;14;"NA, Soc Sci, PubHlth, Business, ICS";"character";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_subcampus_2";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, General campus, Health science";"character";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_funding_2";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"major_cip_code_2";TRUE;TRUE;NA;FALSE;FALSE;68;"NA, 45.1101, 51.2299, 11.0701, 45.0601";"numeric";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_code_historical_2";TRUE;TRUE;NA;FALSE;FALSE;69;"NA, 45.1101, 51.2299, 11.0701, 45.0601";"numeric";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_name_2";TRUE;TRUE;NA;FALSE;FALSE;68;"NA, Sociology, Public Health, Other, Computer Science, Economics, General";"character";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_series_code_2";TRUE;TRUE;NA;FALSE;FALSE;20;"NA, 45, 51, 11, 42";"numeric";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_series_name_2";TRUE;TRUE;NA;FALSE;FALSE;21;"NA, Social Sciences, Health Professions and Related Programs, Computer and Information Sciences and Support Services, Psychology";"character";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_category_code_2";TRUE;TRUE;NA;FALSE;FALSE;55;"NA, 45.11, 51.22, 11.07, 45.06";"numeric";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_cip_category_name_2";TRUE;TRUE;NA;FALSE;FALSE;55;"NA, Sociology, Public Health, Computer Science, Economics";"character";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_stem_2";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,9221627044069;0,933036314404778;0,93426103646833;0,921785356068205;0,919893704435392;0,925808531213065;0,920317666018708;0,917289851934511;0,918198910168573;0,914948737735641
"major_degree_granting_2";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 1";"numeric";0,98795442045657;1;0,999978188797767;0,999939819458375;0,999895103061242;0,999910461659683;0,999784013690209;0,994570376909112;0,972308084509735;0,943115422775879
"major_graduated_2";TRUE;TRUE;NA;FALSE;FALSE;102;"COMPUTER SCIENCE, CHICANO/LATINO STD, BIOLOGICAL SCIENCES, BUSINESS INFO MGMT, BUSINESS ECONOMICS";"character";0,0575573423810741;0,0495458298926507;0,0419211306927238;0,0446740220661986;0,0539170265214427;0,0613158554493034;0,0587482762631046;0,0608750687030529;0,0708231095248717;0,0668063058097233
"major_code_3";TRUE;TRUE;NA;FALSE;FALSE;49;"NA, 277, 867, 632, 912";"character";0,99836939260843;0,998694140917558;0,999411097539696;0,998896690070211;0,998461511564887;0,997815264496257;0,997657379255346;0,997535017737879;0,998964341480514;0,998236137140337
"major_name_3";TRUE;TRUE;NA;FALSE;FALSE;49;"NA, MECHANICAL ENGINEERING, SOCIOLOGY, PSYCHOLOGY AND SOCIAL BEHAVIOR, URBAN STUDIES";"character";0,99836939260843;0,998694140917558;0,999411097539696;0,998896690070211;0,998461511564887;0,997815264496257;0,997657379255346;0,997535017737879;0,998964341480514;0,998236137140337
"major_name_abbrev_3";TRUE;TRUE;NA;FALSE;FALSE;46;"NA, Engr ME, Sociol, Psy Beh, UrbanSt";"character";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_school_code_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, 77, 65, 97, 60";"numeric";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_school_name_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, School of Engineering, School of Social Sciences, School of Social Ecology, School of Humanities";"character";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_school_name_abbrev_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, Engr, Soc Sci, Soc Ecol, Humanities";"character";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_subcampus_3";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, General campus, Health science";"character";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_funding_3";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"major_stem_3";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 1, 0";"numeric";0,998417807317205;0,999001401878133;0,999585587157564;0,998896690070211;0,998461511564887;0,997815264496257;0,997673993586868;0,997535017737879;0,998964341480514;0,998236137140337
"major_degree_granting_3";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 1";"numeric";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_graduated_3";TRUE;TRUE;NA;FALSE;FALSE;35;"NA, Aerospace Engr, Psych & Soc Behavior, URBAN STUDIES, Crim, Law & Society";"character";0,998944559348687;0,99905901330824;1;0,998335005015045;0,998758719558034;0,998746463235557;0,999268969413016;0,997934744591196;0,999490137344253;0,99900782714144
"major_code_4";TRUE;TRUE;NA;FALSE;FALSE;5;"NA, 912, 0EH, 867, 632";"character";0,999976760939788;1;1;1;1;1;1;0,999883413001116;1;0,999931099107044
"major_name_4";TRUE;TRUE;NA;FALSE;FALSE;5;"NA, URBAN STUDIES, PSYCHOLOGICAL SCIENCE, SOCIOLOGY, PSYCHOLOGY AND SOCIAL BEHAVIOR";"character";0,999976760939788;1;1;1;1;1;1;0,999883413001116;1;0,999931099107044
"major_name_abbrev_4";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, UrbanSt, PsychSc, Sociol";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_school_code_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 97, 65";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_school_name_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, School of Social Ecology, School of Social Sciences";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_school_name_abbrev_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, Soc Ecol, Soc Sci";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_subcampus_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, General campus";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_funding_4";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"major_stem_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 0";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_degree_granting_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 1";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_graduated_4";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"major_minor";TRUE;TRUE;NA;FALSE;FALSE;85;"NA, LINGUISTICS, MANAGEMENT, CRIMINOLOGY, LAW & SOCIETY, ANTHROPOLOGY";"character";0,777912047903449;0,737944808249957;0,731307799685919;0,744312938816449;0,7511145299743;0,792915726514093;0,799149346226055;0,807614796555687;0,795369809757497;0,811404475802006
"current_ind";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"eff_start_dt";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eff_end_dt";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPPING_NM";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"LAST_UPDATED_DT";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"created_dttm";FALSE;TRUE;NA;FALSE;FALSE;68;"04/08/2022 13:10:30.000, 04/08/2022 12:20:39.000, 04/09/2022 09:08:26.000, 04/13/2022 09:07:16.000, 09/17/2021 09:05:38.000";"character";0;0;0;0;0;0;0;0;0;0
"current_units_attempted_transfer";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"current_units_attempted_total";FALSE;TRUE;NA;FALSE;FALSE;92;"NA, 12, 16, 13.5, 13";"numeric";0,918686528316795;0,999615923799282;0,999323852730763;0,999338014042126;0,997902061224847;0,997081050105655;0,994151755304125;0,972751952832231;0,828988878620821;0,60175283871679
"cumulative_units_attempted_gradu";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_onlin";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_oncam";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_trans";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_grade";FALSE;TRUE;NA;FALSE;FALSE;493;"NA, 168, 160, 176, 144";"numeric";0,919215216936627;0,999596719989246;0,999323852730763;0,999338014042126;0,99788457840172;0,997063142437592;0,994135140972603;0,972901850402225;0,829642140148497;0,604880939256973
"cumulative_units_completed_lower";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_upper";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_gradu";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_onlin";FALSE;TRUE;NA;FALSE;FALSE;73;"NA, 12, 4, 0, 24";"numeric";0,919215216936627;0,999596719989246;0,999323852730763;0,999338014042126;0,99788457840172;0,997063142437592;0,994135140972603;0,972901850402225;0,829642140148497;0,604880939256973
"cumulative_units_completed_oncam";FALSE;TRUE;NA;FALSE;FALSE;1470;"NA, 170.3, 160, 176, 144";"numeric";0,919215216936627;0,999596719989246;0,999323852730763;0,999338014042126;0,99788457840172;0,997063142437592;0,994135140972603;0,972901850402225;0,829642140148497;0,604880939256973
"cumulative_units_completed_trans";FALSE;TRUE;NA;FALSE;FALSE;281;"0, 20, 16, 32, 13";"numeric";0;0;0;0;0;0;0;0;0;0
"total_terms_enrolled_excluding_s";FALSE;TRUE;NA;FALSE;FALSE;23;"0, 11, 10, 9, 12";"numeric";0;0;0;0;0;0;0;0;0;0
"total_terms_enrolled_including_s";FALSE;TRUE;NA;FALSE;FALSE;28;"NA, 13, 12, 11, 10";"numeric";0,918632303842966;0,999596719989246;0,999323852730763;0,999338014042126;0,99788457840172;0,997063142437592;0,994118526641081;0,972735297546676;0,828941078996845;0,601491015323559
"major_cip_code_3";FALSE;TRUE;NA;FALSE;FALSE;21;"NA, 14.1901, 45.1101, 42.2707, 45.1201";"numeric";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_code_historical_3";FALSE;TRUE;NA;FALSE;FALSE;21;"NA, 14.1901, 45.1101, 42.2707, 45.1201";"numeric";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_name_3";FALSE;TRUE;NA;FALSE;FALSE;21;"NA, Mechanical Engineering, Sociology, Social Psychology, Urban Studies/Affairs";"character";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_series_code_3";FALSE;TRUE;NA;FALSE;FALSE;12;"NA, 14, 45, 42, 54";"numeric";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_series_name_3";FALSE;TRUE;NA;FALSE;FALSE;12;"NA, Engineering, Social Sciences, Psychology, History";"character";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_category_code_3";FALSE;TRUE;NA;FALSE;FALSE;20;"NA, 14.19, 45.11, 42.27, 45.12";"numeric";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_category_name_3";FALSE;TRUE;NA;FALSE;FALSE;20;"NA, Mechanical Engineering, Sociology, Research and Experimental Psychology, Urban Studies/Affairs";"character";0,999668843391973;1;1;1;0,999982517176874;1;1;0,999633583717793;0,999474204136261;0,998415279462022
"major_cip_code_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.1201, 42.2799, 45.1101";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_code_historical_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.1201, 42.2799, 45.1101";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_name_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, Urban Studies/Affairs, Research and Experimental Psychology, Other., Sociology";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_series_code_4";FALSE;TRUE;NA;FALSE;FALSE;3;"NA, 45, 42";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_series_name_4";FALSE;TRUE;NA;FALSE;FALSE;3;"NA, Social Sciences, Psychology";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_category_code_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.12, 42.27, 45.11";"numeric";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"major_cip_category_name_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, Urban Studies/Affairs, Research and Experimental Psychology, Sociology";"character";0,999982570704841;1;1;1;1;1;1;0,999933378857781;1;0,999931099107044
"pell_grant_eligibility";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, N, P, F";"character";0,884823344410619;0,999519904749102;0,998844006281626;0,99049147442327;0,912830643892376;0,756079653307546;0,751084085131835;0,734764577538682;0,85010037921035;1
"pell_grant_received";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"md5";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"effective_date";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"end_effective_date";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"mapping_nm";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1
"maj_tag1";FALSE;TRUE;NA;FALSE;FALSE;4;"2, 1, 8, 15";"numeric";0;0;0;0;0;0;0;0;0;0
"maj_tag2";FALSE;TRUE;NA;FALSE;FALSE;6;"17, 1, 9, 8, 16";"numeric";0;0;0;0;0;0;0;0;0;0
"maj_tag3";FALSE;TRUE;NA;FALSE;FALSE;5;"17, 9, 1, 15, 16";"numeric";0;0;0;0;0;0;0;0;0;0
"maj_tag4";FALSE;TRUE;NA;FALSE;FALSE;3;"17, 1, 15";"numeric";0;0;0;0;0;0;0;0;0;0
"acadyr";FALSE;TRUE;NA;FALSE;FALSE;14;"2018-2019, 2017-2018, 2015-2016, 2016-2017, 2019-2020";"character";0;0;0;0;0;0;0;0;0;0
"mellon_yr";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"numeric";1;1;1;1;1;1;1;1;1;1
